Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT_VARIANT,'40011073192008,option1,fr,,,XL,
PRODUCT_VARIANT,'40011073224776,option1,fr,,,2XL,
PRODUCT_VARIANT,'40011597250632,option1,fr,,,S,
PRODUCT_VARIANT,'40011597283400,option1,fr,,,M,
PRODUCT_VARIANT,'40011597316168,option1,fr,,,L,
PRODUCT_VARIANT,'40011597348936,option1,fr,,,XL,
PRODUCT_VARIANT,'40011597381704,option1,fr,,,2XL,
PRODUCT_VARIANT,'40011604852808,option1,fr,,,S,
PRODUCT_VARIANT,'40011604885576,option1,fr,,,M,
PRODUCT_VARIANT,'40011604918344,option1,fr,,,L,
PRODUCT_VARIANT,'40011604951112,option1,fr,,,XL,
PRODUCT_VARIANT,'40011604983880,option1,fr,,,2XL,
PRODUCT_VARIANT,'40011605442632,option1,fr,,,S,
PRODUCT_VARIANT,'40011605475400,option1,fr,,,M,
PRODUCT_VARIANT,'40011605508168,option1,fr,,,L,
PRODUCT_VARIANT,'40011605540936,option1,fr,,,XL,
PRODUCT_VARIANT,'40011605573704,option1,fr,,,2XL,
PRODUCT_VARIANT,'40011605770312,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40011607998536,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40011608162376,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40011608391752,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40011609833544,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40011610193992,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40011613831240,option1,fr,,,S,
PRODUCT_VARIANT,'40011613864008,option1,fr,,,M,
PRODUCT_VARIANT,'40011613896776,option1,fr,,,L,
PRODUCT_VARIANT,'40011613929544,option1,fr,,,XL,
PRODUCT_VARIANT,'40011613962312,option1,fr,,,2XL,
PRODUCT_VARIANT,'40011613995080,option1,fr,,,3XL,
PRODUCT_VARIANT,'40011614060616,option1,fr,,,3XL,
PRODUCT_VARIANT,'40011615141960,option1,fr,,,3XL,
PRODUCT_VARIANT,'40011615895624,option1,fr,,,3XL,
PRODUCT_VARIANT,'40011618779208,option1,fr,,,3XL,
PRODUCT_VARIANT,'40011918540872,option1,fr,,,S,
PRODUCT_VARIANT,'40011918573640,option1,fr,,,M,
PRODUCT_VARIANT,'40011918606408,option1,fr,,,L,
PRODUCT_VARIANT,'40011918639176,option1,fr,,,XL,
PRODUCT_VARIANT,'40011918671944,option1,fr,,,2XL,
PRODUCT_VARIANT,'40011918704712,option1,fr,,,3XL,
PRODUCT_VARIANT,'40012005605448,option1,fr,,,S,
PRODUCT_VARIANT,'40012005638216,option1,fr,,,M,
PRODUCT_VARIANT,'40012005670984,option1,fr,,,L,
PRODUCT_VARIANT,'40012005703752,option1,fr,,,XL,
PRODUCT_VARIANT,'40012005736520,option1,fr,,,2XL,
PRODUCT_VARIANT,'40012007669832,option1,fr,,,M,
PRODUCT_VARIANT,'40012007669832,option2,fr,,,S,
PRODUCT_VARIANT,'40012007702600,option1,fr,,,M,
PRODUCT_VARIANT,'40012007702600,option2,fr,,,M,
PRODUCT_VARIANT,'40012007735368,option1,fr,,,M,
PRODUCT_VARIANT,'40012007735368,option2,fr,,,L,
PRODUCT_VARIANT,'40012007768136,option1,fr,,,M,
PRODUCT_VARIANT,'40012007768136,option2,fr,,,XL,
PRODUCT_VARIANT,'40012007800904,option1,fr,,,M,
PRODUCT_VARIANT,'40012007800904,option2,fr,,,2XL,
PRODUCT_VARIANT,'40012007833672,option1,fr,,,L,
PRODUCT_VARIANT,'40012007833672,option2,fr,,,S,
PRODUCT_VARIANT,'40012007866440,option1,fr,,,L,
PRODUCT_VARIANT,'40012007866440,option2,fr,,,M,
PRODUCT_VARIANT,'40012007899208,option1,fr,,,L,
PRODUCT_VARIANT,'40012007899208,option2,fr,,,L,
PRODUCT_VARIANT,'40012007931976,option1,fr,,,L,
PRODUCT_VARIANT,'40012007931976,option2,fr,,,XL,
PRODUCT_VARIANT,'40012007964744,option1,fr,,,L,
PRODUCT_VARIANT,'40012007964744,option2,fr,,,2XL,
PRODUCT_VARIANT,'40012007997512,option1,fr,,,XL,
PRODUCT_VARIANT,'40012007997512,option2,fr,,,S,
PRODUCT_VARIANT,'40012008030280,option1,fr,,,XL,
PRODUCT_VARIANT,'40012008030280,option2,fr,,,M,
PRODUCT_VARIANT,'40012008063048,option1,fr,,,XL,
PRODUCT_VARIANT,'40012008063048,option2,fr,,,L,
PRODUCT_VARIANT,'40012008095816,option1,fr,,,XL,
PRODUCT_VARIANT,'40012008095816,option2,fr,,,XL,
PRODUCT_VARIANT,'40012008128584,option1,fr,,,XL,
PRODUCT_VARIANT,'40012008128584,option2,fr,,,2XL,
PRODUCT_VARIANT,'40012009734216,option1,fr,,,M,
PRODUCT_VARIANT,'40012009734216,option2,fr,,,3XL,
PRODUCT_VARIANT,'40012009766984,option1,fr,,,L,
PRODUCT_VARIANT,'40012009766984,option2,fr,,,3XL,
PRODUCT_VARIANT,'40012009799752,option1,fr,,,XL,
PRODUCT_VARIANT,'40012009799752,option2,fr,,,3XL,
PRODUCT_VARIANT,'40012058853448,option1,fr,,,S,
PRODUCT_VARIANT,'40012058886216,option1,fr,,,M,
PRODUCT_VARIANT,'40012058918984,option1,fr,,,L,
PRODUCT_VARIANT,'40012058951752,option1,fr,,,XL,
PRODUCT_VARIANT,'40012058984520,option1,fr,,,2XL,
PRODUCT_VARIANT,'40012059017288,option1,fr,,,3XL,
PRODUCT_VARIANT,'40012077858888,option1,fr,,,S,
PRODUCT_VARIANT,'40012077891656,option1,fr,,,M,
PRODUCT_VARIANT,'40012077924424,option1,fr,,,L,
PRODUCT_VARIANT,'40012077957192,option1,fr,,,XL,
PRODUCT_VARIANT,'40012077989960,option1,fr,,,2XL,
PRODUCT_VARIANT,'40014385348680,option1,fr,,,S,
PRODUCT_VARIANT,'40014385381448,option1,fr,,,M,
PRODUCT_VARIANT,'40014385414216,option1,fr,,,L,
PRODUCT_VARIANT,'40014385446984,option1,fr,,,XL,
PRODUCT_VARIANT,'40014385479752,option1,fr,,,2XL,
PRODUCT_VARIANT,'40014387380296,option1,fr,,,S,
PRODUCT_VARIANT,'40014387413064,option1,fr,,,M,
PRODUCT_VARIANT,'40014387445832,option1,fr,,,L,
PRODUCT_VARIANT,'40014387478600,option1,fr,,,XL,
PRODUCT_VARIANT,'40014387511368,option1,fr,,,2XL,
PRODUCT_VARIANT,'40014387970120,option1,fr,,,S,
PRODUCT_VARIANT,'40014388002888,option1,fr,,,M,
PRODUCT_VARIANT,'40014388035656,option1,fr,,,L,
PRODUCT_VARIANT,'40014388068424,option1,fr,,,XL,
PRODUCT_VARIANT,'40014388101192,option1,fr,,,2XL,
PRODUCT_VARIANT,'40014388625480,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40014388887624,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40014389346376,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40014390820936,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40014392688712,option1,fr,,,One size fits all,Taille unique
PRODUCT_VARIANT,'40014830174280,option1,fr,,,S,
PRODUCT_VARIANT,'40014830207048,option1,fr,,,M,
PRODUCT_VARIANT,'40014830239816,option1,fr,,,L,
PRODUCT_VARIANT,'40014830272584,option1,fr,,,XL,
PRODUCT_VARIANT,'40014830305352,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017193074760,option1,fr,,,S,
PRODUCT_VARIANT,'40017193074760,option2,fr,,,30,
PRODUCT_VARIANT,'40017193107528,option1,fr,,,M,
PRODUCT_VARIANT,'40017193107528,option2,fr,,,30,
PRODUCT_VARIANT,'40017193140296,option1,fr,,,L,
PRODUCT_VARIANT,'40017193140296,option2,fr,,,30,
PRODUCT_VARIANT,'40017193173064,option1,fr,,,XL,
PRODUCT_VARIANT,'40017193173064,option2,fr,,,30,
PRODUCT_VARIANT,'40017193205832,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017193205832,option2,fr,,,30,
PRODUCT_VARIANT,'40017193238600,option1,fr,,,S,
PRODUCT_VARIANT,'40017193238600,option2,fr,,,31,
PRODUCT_VARIANT,'40017193271368,option1,fr,,,M,
PRODUCT_VARIANT,'40017193271368,option2,fr,,,31,
PRODUCT_VARIANT,'40017193304136,option1,fr,,,L,
PRODUCT_VARIANT,'40017193304136,option2,fr,,,31,
PRODUCT_VARIANT,'40017193336904,option1,fr,,,XL,
PRODUCT_VARIANT,'40017193336904,option2,fr,,,31,
PRODUCT_VARIANT,'40017193369672,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017193369672,option2,fr,,,31,
PRODUCT_VARIANT,'40017193402440,option1,fr,,,S,
PRODUCT_VARIANT,'40017193402440,option2,fr,,,32,
PRODUCT_VARIANT,'40017193435208,option1,fr,,,M,
PRODUCT_VARIANT,'40017193435208,option2,fr,,,32,
PRODUCT_VARIANT,'40017193467976,option1,fr,,,L,
PRODUCT_VARIANT,'40017193467976,option2,fr,,,32,
PRODUCT_VARIANT,'40017193500744,option1,fr,,,XL,
PRODUCT_VARIANT,'40017193500744,option2,fr,,,32,
PRODUCT_VARIANT,'40017193533512,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017193533512,option2,fr,,,32,
PRODUCT_VARIANT,'40017193566280,option1,fr,,,S,
PRODUCT_VARIANT,'40017193566280,option2,fr,,,33,
PRODUCT_VARIANT,'40017193599048,option1,fr,,,M,
PRODUCT_VARIANT,'40017193599048,option2,fr,,,33,
PRODUCT_VARIANT,'40017193631816,option1,fr,,,L,
PRODUCT_VARIANT,'40017193631816,option2,fr,,,33,
PRODUCT_VARIANT,'40017193664584,option1,fr,,,XL,
PRODUCT_VARIANT,'40017193664584,option2,fr,,,33,
PRODUCT_VARIANT,'40017193697352,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017193697352,option2,fr,,,33,
PRODUCT_VARIANT,'40017193730120,option1,fr,,,S,
PRODUCT_VARIANT,'40017193730120,option2,fr,,,34,
PRODUCT_VARIANT,'40017193762888,option1,fr,,,M,
PRODUCT_VARIANT,'40017193762888,option2,fr,,,34,
PRODUCT_VARIANT,'40017193795656,option1,fr,,,L,
PRODUCT_VARIANT,'40017193795656,option2,fr,,,34,
PRODUCT_VARIANT,'40017193828424,option1,fr,,,XL,
PRODUCT_VARIANT,'40017193828424,option2,fr,,,34,
PRODUCT_VARIANT,'40017193861192,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017193861192,option2,fr,,,34,
PRODUCT_VARIANT,'40017193893960,option1,fr,,,S,
PRODUCT_VARIANT,'40017193893960,option2,fr,,,36,
PRODUCT_VARIANT,'40017193926728,option1,fr,,,M,
PRODUCT_VARIANT,'40017193926728,option2,fr,,,36,
PRODUCT_VARIANT,'40017193959496,option1,fr,,,L,
PRODUCT_VARIANT,'40017193959496,option2,fr,,,36,
PRODUCT_VARIANT,'40017193992264,option1,fr,,,XL,
PRODUCT_VARIANT,'40017193992264,option2,fr,,,36,
PRODUCT_VARIANT,'40017194025032,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017194025032,option2,fr,,,36,
PRODUCT_VARIANT,'40017194057800,option1,fr,,,S,
PRODUCT_VARIANT,'40017194057800,option2,fr,,,38,
PRODUCT_VARIANT,'40017194090568,option1,fr,,,M,
PRODUCT_VARIANT,'40017194090568,option2,fr,,,38,
PRODUCT_VARIANT,'40017194123336,option1,fr,,,L,
PRODUCT_VARIANT,'40017194123336,option2,fr,,,38,
PRODUCT_VARIANT,'40017194156104,option1,fr,,,XL,
PRODUCT_VARIANT,'40017194156104,option2,fr,,,38,
PRODUCT_VARIANT,'40017194188872,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017194188872,option2,fr,,,38,
PRODUCT_VARIANT,'40017194221640,option1,fr,,,S,
PRODUCT_VARIANT,'40017194221640,option2,fr,,,40,
PRODUCT_VARIANT,'40017194254408,option1,fr,,,M,
PRODUCT_VARIANT,'40017194254408,option2,fr,,,40,
PRODUCT_VARIANT,'40017194287176,option1,fr,,,L,
PRODUCT_VARIANT,'40017194287176,option2,fr,,,40,
PRODUCT_VARIANT,'40017194319944,option1,fr,,,XL,
PRODUCT_VARIANT,'40017194319944,option2,fr,,,40,
PRODUCT_VARIANT,'40017194352712,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017194352712,option2,fr,,,40,
PRODUCT_VARIANT,'40017194385480,option1,fr,,,S,
PRODUCT_VARIANT,'40017194385480,option2,fr,,,42,
PRODUCT_VARIANT,'40017194418248,option1,fr,,,M,
PRODUCT_VARIANT,'40017194418248,option2,fr,,,42,
PRODUCT_VARIANT,'40017194451016,option1,fr,,,L,
PRODUCT_VARIANT,'40017194451016,option2,fr,,,42,
PRODUCT_VARIANT,'40017194483784,option1,fr,,,XL,
PRODUCT_VARIANT,'40017194483784,option2,fr,,,42,
PRODUCT_VARIANT,'40017194516552,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017194516552,option2,fr,,,42,
PRODUCT_VARIANT,'40017638948936,option1,fr,,,S,
PRODUCT_VARIANT,'40017638948936,option2,fr,,,30,
PRODUCT_VARIANT,'40017638981704,option1,fr,,,S,
PRODUCT_VARIANT,'40017638981704,option2,fr,,,31,
PRODUCT_VARIANT,'40017639014472,option1,fr,,,S,
PRODUCT_VARIANT,'40017639014472,option2,fr,,,32,
PRODUCT_VARIANT,'40017639047240,option1,fr,,,S,
PRODUCT_VARIANT,'40017639047240,option2,fr,,,33,
PRODUCT_VARIANT,'40017639080008,option1,fr,,,S,
PRODUCT_VARIANT,'40017639080008,option2,fr,,,34,
PRODUCT_VARIANT,'40017639112776,option1,fr,,,S,
PRODUCT_VARIANT,'40017639112776,option2,fr,,,36,
PRODUCT_VARIANT,'40017639145544,option1,fr,,,S,
PRODUCT_VARIANT,'40017639145544,option2,fr,,,38,
PRODUCT_VARIANT,'40017639178312,option1,fr,,,S,
PRODUCT_VARIANT,'40017639178312,option2,fr,,,40,
PRODUCT_VARIANT,'40017639211080,option1,fr,,,S,
PRODUCT_VARIANT,'40017639211080,option2,fr,,,42,
PRODUCT_VARIANT,'40017639243848,option1,fr,,,M,
PRODUCT_VARIANT,'40017639243848,option2,fr,,,30,
PRODUCT_VARIANT,'40017639276616,option1,fr,,,M,
PRODUCT_VARIANT,'40017639276616,option2,fr,,,31,
PRODUCT_VARIANT,'40017639309384,option1,fr,,,M,
PRODUCT_VARIANT,'40017639309384,option2,fr,,,32,
PRODUCT_VARIANT,'40017639342152,option1,fr,,,M,
PRODUCT_VARIANT,'40017639342152,option2,fr,,,33,
PRODUCT_VARIANT,'40017639374920,option1,fr,,,M,
PRODUCT_VARIANT,'40017639374920,option2,fr,,,34,
PRODUCT_VARIANT,'40017639407688,option1,fr,,,M,
PRODUCT_VARIANT,'40017639407688,option2,fr,,,36,
PRODUCT_VARIANT,'40017639440456,option1,fr,,,M,
PRODUCT_VARIANT,'40017639440456,option2,fr,,,38,
PRODUCT_VARIANT,'40017639473224,option1,fr,,,M,
PRODUCT_VARIANT,'40017639473224,option2,fr,,,40,
PRODUCT_VARIANT,'40017639505992,option1,fr,,,M,
PRODUCT_VARIANT,'40017639505992,option2,fr,,,42,
PRODUCT_VARIANT,'40017639538760,option1,fr,,,L,
PRODUCT_VARIANT,'40017639538760,option2,fr,,,30,
PRODUCT_VARIANT,'40017639571528,option1,fr,,,L,
PRODUCT_VARIANT,'40017639571528,option2,fr,,,31,
PRODUCT_VARIANT,'40017639604296,option1,fr,,,L,
PRODUCT_VARIANT,'40017639604296,option2,fr,,,32,
PRODUCT_VARIANT,'40017639637064,option1,fr,,,L,
PRODUCT_VARIANT,'40017639637064,option2,fr,,,33,
PRODUCT_VARIANT,'40017639669832,option1,fr,,,L,
PRODUCT_VARIANT,'40017639669832,option2,fr,,,34,
PRODUCT_VARIANT,'40017639702600,option1,fr,,,L,
PRODUCT_VARIANT,'40017639702600,option2,fr,,,36,
PRODUCT_VARIANT,'40017639735368,option1,fr,,,L,
PRODUCT_VARIANT,'40017639735368,option2,fr,,,38,
PRODUCT_VARIANT,'40017639768136,option1,fr,,,L,
PRODUCT_VARIANT,'40017639768136,option2,fr,,,40,
PRODUCT_VARIANT,'40017639800904,option1,fr,,,L,
PRODUCT_VARIANT,'40017639800904,option2,fr,,,42,
PRODUCT_VARIANT,'40017639833672,option1,fr,,,XL,
PRODUCT_VARIANT,'40017639833672,option2,fr,,,30,
PRODUCT_VARIANT,'40017639866440,option1,fr,,,XL,
PRODUCT_VARIANT,'40017639866440,option2,fr,,,31,
PRODUCT_VARIANT,'40017639899208,option1,fr,,,XL,
PRODUCT_VARIANT,'40017639899208,option2,fr,,,32,
PRODUCT_VARIANT,'40017639931976,option1,fr,,,XL,
PRODUCT_VARIANT,'40017639931976,option2,fr,,,33,
PRODUCT_VARIANT,'40017639964744,option1,fr,,,XL,
PRODUCT_VARIANT,'40017639964744,option2,fr,,,34,
PRODUCT_VARIANT,'40017639997512,option1,fr,,,XL,
PRODUCT_VARIANT,'40017639997512,option2,fr,,,36,
PRODUCT_VARIANT,'40017640063048,option1,fr,,,XL,
PRODUCT_VARIANT,'40017640063048,option2,fr,,,38,
PRODUCT_VARIANT,'40017640095816,option1,fr,,,XL,
PRODUCT_VARIANT,'40017640095816,option2,fr,,,40,
PRODUCT_VARIANT,'40017640128584,option1,fr,,,XL,
PRODUCT_VARIANT,'40017640128584,option2,fr,,,42,
PRODUCT_VARIANT,'40017640161352,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017640161352,option2,fr,,,30,
PRODUCT_VARIANT,'40017640194120,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017640194120,option2,fr,,,31,
PRODUCT_VARIANT,'40017640226888,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017640226888,option2,fr,,,32,
PRODUCT_VARIANT,'40017640259656,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017640259656,option2,fr,,,33,
PRODUCT_VARIANT,'40017640292424,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017640292424,option2,fr,,,34,
PRODUCT_VARIANT,'40017640325192,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017640325192,option2,fr,,,36,
PRODUCT_VARIANT,'40017640357960,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017640357960,option2,fr,,,38,
PRODUCT_VARIANT,'40017640390728,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017640390728,option2,fr,,,40,
PRODUCT_VARIANT,'40017640423496,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017640423496,option2,fr,,,42,
PRODUCT_VARIANT,'40017937498184,option1,fr,,,S,
PRODUCT_VARIANT,'40017937498184,option2,fr,,,30,
PRODUCT_VARIANT,'40017937530952,option1,fr,,,S,
PRODUCT_VARIANT,'40017937530952,option2,fr,,,31,
PRODUCT_VARIANT,'40017937563720,option1,fr,,,S,
PRODUCT_VARIANT,'40017937563720,option2,fr,,,32,
PRODUCT_VARIANT,'40017937596488,option1,fr,,,S,
PRODUCT_VARIANT,'40017937596488,option2,fr,,,33,
PRODUCT_VARIANT,'40017937629256,option1,fr,,,S,
PRODUCT_VARIANT,'40017937629256,option2,fr,,,34,
PRODUCT_VARIANT,'40017937662024,option1,fr,,,S,
PRODUCT_VARIANT,'40017937662024,option2,fr,,,36,
PRODUCT_VARIANT,'40017937694792,option1,fr,,,S,
PRODUCT_VARIANT,'40017937694792,option2,fr,,,38,
PRODUCT_VARIANT,'40017937727560,option1,fr,,,S,
PRODUCT_VARIANT,'40017937727560,option2,fr,,,40,
PRODUCT_VARIANT,'40017937760328,option1,fr,,,S,
PRODUCT_VARIANT,'40017937760328,option2,fr,,,42,
PRODUCT_VARIANT,'40017937793096,option1,fr,,,M,
PRODUCT_VARIANT,'40017937793096,option2,fr,,,30,
PRODUCT_VARIANT,'40017937825864,option1,fr,,,M,
PRODUCT_VARIANT,'40017937825864,option2,fr,,,31,
PRODUCT_VARIANT,'40017937858632,option1,fr,,,M,
PRODUCT_VARIANT,'40017937858632,option2,fr,,,32,
PRODUCT_VARIANT,'40017937891400,option1,fr,,,M,
PRODUCT_VARIANT,'40017937891400,option2,fr,,,33,
PRODUCT_VARIANT,'40017937924168,option1,fr,,,M,
PRODUCT_VARIANT,'40017937924168,option2,fr,,,34,
PRODUCT_VARIANT,'40017937956936,option1,fr,,,M,
PRODUCT_VARIANT,'40017937956936,option2,fr,,,36,
PRODUCT_VARIANT,'40017937989704,option1,fr,,,M,
PRODUCT_VARIANT,'40017937989704,option2,fr,,,38,
PRODUCT_VARIANT,'40017938022472,option1,fr,,,M,
PRODUCT_VARIANT,'40017938022472,option2,fr,,,40,
PRODUCT_VARIANT,'40017938055240,option1,fr,,,M,
PRODUCT_VARIANT,'40017938055240,option2,fr,,,42,
PRODUCT_VARIANT,'40017938088008,option1,fr,,,L,
PRODUCT_VARIANT,'40017938088008,option2,fr,,,30,
PRODUCT_VARIANT,'40017938120776,option1,fr,,,L,
PRODUCT_VARIANT,'40017938120776,option2,fr,,,31,
PRODUCT_VARIANT,'40017938153544,option1,fr,,,L,
PRODUCT_VARIANT,'40017938153544,option2,fr,,,32,
PRODUCT_VARIANT,'40017938186312,option1,fr,,,L,
PRODUCT_VARIANT,'40017938186312,option2,fr,,,33,
PRODUCT_VARIANT,'40017938219080,option1,fr,,,L,
PRODUCT_VARIANT,'40017938219080,option2,fr,,,34,
PRODUCT_VARIANT,'40017938251848,option1,fr,,,L,
PRODUCT_VARIANT,'40017938251848,option2,fr,,,36,
PRODUCT_VARIANT,'40017938284616,option1,fr,,,L,
PRODUCT_VARIANT,'40017938284616,option2,fr,,,38,
PRODUCT_VARIANT,'40017938317384,option1,fr,,,L,
PRODUCT_VARIANT,'40017938317384,option2,fr,,,40,
PRODUCT_VARIANT,'40017938350152,option1,fr,,,L,
PRODUCT_VARIANT,'40017938350152,option2,fr,,,42,
PRODUCT_VARIANT,'40017938382920,option1,fr,,,XL,
PRODUCT_VARIANT,'40017938382920,option2,fr,,,30,
PRODUCT_VARIANT,'40017938415688,option1,fr,,,XL,
PRODUCT_VARIANT,'40017938415688,option2,fr,,,31,
PRODUCT_VARIANT,'40017938448456,option1,fr,,,XL,
PRODUCT_VARIANT,'40017938448456,option2,fr,,,32,
PRODUCT_VARIANT,'40017938481224,option1,fr,,,XL,
PRODUCT_VARIANT,'40017938481224,option2,fr,,,33,
PRODUCT_VARIANT,'40017938513992,option1,fr,,,XL,
PRODUCT_VARIANT,'40017938513992,option2,fr,,,34,
PRODUCT_VARIANT,'40017938546760,option1,fr,,,XL,
PRODUCT_VARIANT,'40017938546760,option2,fr,,,36,
PRODUCT_VARIANT,'40017938579528,option1,fr,,,XL,
PRODUCT_VARIANT,'40017938579528,option2,fr,,,38,
PRODUCT_VARIANT,'40017938612296,option1,fr,,,XL,
PRODUCT_VARIANT,'40017938612296,option2,fr,,,40,
PRODUCT_VARIANT,'40017938645064,option1,fr,,,XL,
PRODUCT_VARIANT,'40017938645064,option2,fr,,,42,
PRODUCT_VARIANT,'40017938677832,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017938677832,option2,fr,,,30,
PRODUCT_VARIANT,'40017938710600,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017938710600,option2,fr,,,31,
PRODUCT_VARIANT,'40017938743368,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017938743368,option2,fr,,,32,
PRODUCT_VARIANT,'40017938776136,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017938776136,option2,fr,,,33,
PRODUCT_VARIANT,'40017938808904,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017938808904,option2,fr,,,34,
PRODUCT_VARIANT,'40017938841672,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017938841672,option2,fr,,,36,
PRODUCT_VARIANT,'40017938874440,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017938874440,option2,fr,,,38,
PRODUCT_VARIANT,'40017938907208,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017938907208,option2,fr,,,40,
PRODUCT_VARIANT,'40017938939976,option1,fr,,,2XL,
PRODUCT_VARIANT,'40017938939976,option2,fr,,,42,
PRODUCT_VARIANT,'40017943068744,option1,fr,,,3XL,
PRODUCT_VARIANT,'40017943068744,option2,fr,,,30,
PRODUCT_VARIANT,'40017943101512,option1,fr,,,3XL,
PRODUCT_VARIANT,'40017943101512,option2,fr,,,31,
PRODUCT_VARIANT,'40017943134280,option1,fr,,,3XL,
PRODUCT_VARIANT,'40017943134280,option2,fr,,,32,
PRODUCT_VARIANT,'40017943167048,option1,fr,,,3XL,
PRODUCT_VARIANT,'40017943167048,option2,fr,,,33,
PRODUCT_VARIANT,'40017943199816,option1,fr,,,3XL,
PRODUCT_VARIANT,'40017943199816,option2,fr,,,34,
PRODUCT_VARIANT,'40017943232584,option1,fr,,,3XL,
PRODUCT_VARIANT,'40017943232584,option2,fr,,,36,
PRODUCT_VARIANT,'40017943265352,option1,fr,,,3XL,
PRODUCT_VARIANT,'40017943265352,option2,fr,,,38,
PRODUCT_VARIANT,'40017943298120,option1,fr,,,3XL,
PRODUCT_VARIANT,'40017943298120,option2,fr,,,40,
PRODUCT_VARIANT,'40017943330888,option1,fr,,,3XL,
PRODUCT_VARIANT,'40017943330888,option2,fr,,,42,
PRODUCT_VARIANT,'40018698895432,option1,fr,,,S,
PRODUCT_VARIANT,'40018698928200,option1,fr,,,M,
PRODUCT_VARIANT,'40018698960968,option1,fr,,,L,
PRODUCT_VARIANT,'40018698993736,option1,fr,,,XL,
PRODUCT_VARIANT,'40018699026504,option1,fr,,,2XL,
PRODUCT_VARIANT,'40018701647944,option1,fr,,,S,
PRODUCT_VARIANT,'40018701680712,option1,fr,,,M,
PRODUCT_VARIANT,'40018701713480,option1,fr,,,L,
PRODUCT_VARIANT,'40018701746248,option1,fr,,,XL,
PRODUCT_VARIANT,'40018701779016,option1,fr,,,2XL,
PRODUCT_VARIANT,'40018718720072,option1,fr,,,S,
PRODUCT_VARIANT,'40018718752840,option1,fr,,,M,
PRODUCT_VARIANT,'40018718785608,option1,fr,,,L,
PRODUCT_VARIANT,'40018718818376,option1,fr,,,XL,
PRODUCT_VARIANT,'40018718851144,option1,fr,,,2XL,
PRODUCT_VARIANT,'40018719932488,option1,fr,,,S,
PRODUCT_VARIANT,'40018719965256,option1,fr,,,M,
PRODUCT_VARIANT,'40018719998024,option1,fr,,,L,
PRODUCT_VARIANT,'40018720030792,option1,fr,,,XL,
PRODUCT_VARIANT,'40018720063560,option1,fr,,,2XL,
PRODUCT_VARIANT,'40018755518536,option1,fr,,,Redeem award after purchase from confirmation email. Not valid if a coupon is applied to the order.,Échangez la récompense après l'achat à partir de l'e-mail de confirmation. Non valide si un coupon est appliqué à la commande.
PRODUCT_VARIANT,'40018781306952,option1,fr,,,Redeem award after purchase from confirmation email. Not valid if a coupon is applied to the order.,Échangez la récompense après l'achat à partir de l'e-mail de confirmation. Non valide si un coupon est appliqué à la commande.
PRODUCT_VARIANT,'40018793660488,option1,fr,,,S,
PRODUCT_VARIANT,'40018793693256,option1,fr,,,M,
PRODUCT_VARIANT,'40018793726024,option1,fr,,,L,
PRODUCT_VARIANT,'40018793758792,option1,fr,,,XL,
PRODUCT_VARIANT,'40018793791560,option1,fr,,,2XL,
PRODUCT_VARIANT,'40018793824328,option1,fr,,,3XL,
PRODUCT_VARIANT,'40018801262664,option1,fr,,,3XL,
PRODUCT_VARIANT,'40018804965448,option1,fr,,,3XL,
PRODUCT_VARIANT,'40018813059144,option1,fr,,,S,
PRODUCT_VARIANT,'40018813091912,option1,fr,,,M,
